class,value,variable,period,company,link
B,119540,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
C,101417.5,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
D,96120.83,InterestDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-1,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-2a,27026089.31,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-2b,9161386.21,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-3,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-4,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
B,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
C,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
D,0,PrincipalDistribution,2019-04-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000025/a2018-3ex991051519.htm
A-1,0,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-2a,343704499.83,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-2b,116509999.94,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-3,4.6e+08,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-4,107900000,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
B,41700000,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
C,33900000,BeginningNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-1,0,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-2a,315319609.05,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-2b,106888003.07,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-3,4.6e+08,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-4,107900000,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
B,41700000,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
C,33900000,EndingNotePrincipalBalance,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-1,0,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-2a,824890.8,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-2b,269255.42,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-3,1199833.33,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-4,294027.5,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
B,119540,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
C,101417.5,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
D,96120.83,InterestDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-1,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-2a,28384890.78,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-2b,9621996.87,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-3,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-4,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
B,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
C,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
D,0,PrincipalDistribution,2019-03-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000020/a2018-3ex991041519.htm
A-1,21069025.24,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-2a,3.54e+08,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-2b,1.2e+08,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-3,4.6e+08,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-4,107900000,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
B,41700000,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
C,33900000,BeginningNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-1,0,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-2a,343704499.83,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-2b,116509999.94,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-3,4.6e+08,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-4,107900000,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
B,41700000,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
C,33900000,EndingNotePrincipalBalance,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-1,39874.53,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-2a,849600,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-2b,250950,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-3,1199833.33,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-4,294027.5,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
B,119540,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
C,101417.5,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
D,96120.83,InterestDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-1,21069025.24,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-2a,10295500.17,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-2b,3490000.06,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-3,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-4,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
B,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
C,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
D,0,PrincipalDistribution,2019-02-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000015/a2018-3ex991031519.htm
A-1,56708001.64,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-2a,3.54e+08,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-2b,1.2e+08,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-3,4.6e+08,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-4,107900000,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
B,41700000,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
C,33900000,BeginningNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-1,21069025.24,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-2a,3.54e+08,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-2b,1.2e+08,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-3,4.6e+08,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-4,107900000,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
B,41700000,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
C,33900000,EndingNotePrincipalBalance,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-1,118822.64,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-2a,849600,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-2b,279923.8,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-3,1199833.33,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-4,294027.5,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
B,119540,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
C,101417.5,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
D,96120.83,InterestDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-1,35638976.4,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-2a,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-2b,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-3,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-4,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
B,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
C,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
D,0,PrincipalDistribution,2019-01-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000010/a2018-3ex991021519.htm
A-1,91162390.3,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
A-2a,3.54e+08,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
A-2b,1.2e+08,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
A-3,4.6e+08,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
A-4,107900000,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
B,41700000,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
C,33900000,BeginningNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
A-1,56708001.64,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
A-2a,3.54e+08,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
A-2b,1.2e+08,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
A-3,4.6e+08,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
A-4,107900000,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
B,41700000,EndingNotePrincipalBalance,2018-12-01,CarMax Auto Owner Trust 2018-3,https://www.sec.gov/Archives/edgar/data/1742867/000174286719000005/a2018-3ex991011519.htm
